row_num,id,data
1547,CF3B5DC1,World Localities/Asia/Southeast Asia/Malaysia/Penang_4
1548,36D01A39,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas/TV Crime & Legal Shows_2
1549,6BEB2569,Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Bread Makers_3
1550,89352187,World Localities/Asia/West Asia/Iraq_4
1551,81B5008B,World Localities/Latin America/South America/Brazil/Northeast Brazil/Alagoas_6
1552,006C36C5,Hobbies & Leisure/Clubs & Organizations/Fraternal Orders & Service Clubs_2
1553,B48A903C,Games/Family-Oriented Games & Activities/Drawing & Coloring_5
1554,BC589916,World Localities/Europe/Western Europe/United Kingdom/England/Yorkshire/Sheffield_7
1555,006964CB,Autos & Vehicles/Campers & RVs_8
1556,7ECD1C03,World Localities/Asia/West Asia/Turkey/Aegean Turkey/Izmir_3
1557,17C4E8DC,Reference/Directories & Listings/Business & Personal Listings_7
1558,283D907B,Shopping/Entertainment Media/Entertainment Media Rentals_2
1559,3A21A99B,Games/Computer & Video Games/Video Game Mods & Add-Ons_7
1560,9C35827E,World Localities/Asia/East Asia/Japan/Kansai/Hyogo/Kobe_2
1561,74A334C4,World Localities/Oceania/Pacific Islands/Melanesia/Papua New Guinea_6
1562,34CD7C96,World Localities/Asia/East Asia/Japan/Kanto/Chiba_3
1563,E8B84F4A,World Localities/Europe/Central & Eastern Europe/Germany/Hesse_5
1564,6C968A57,World Localities/Africa/Middle Africa_6
1565,DDF52F8E,People & Society/Religion & Belief/Skeptics & Non-Believers_5
1566,4020794D,Arts & Entertainment/Visual Art & Design/Design_2
1567,FBBFC956,Sports/Team Sports/Rugby_7
1568,9B426AD4,Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine_5
1569,875D92BC,Shopping/Photo & Video Services_6
1570,ED326A8F,World Localities/Latin America/Central America/Mexico_4
1571,D6C1F9EF,Arts & Entertainment/Visual Art & Design/Design/Graphic Design_9
1572,AB1C9CCB,Computers & Electronics_3
1573,B1B820B6,"Autos & Vehicles/Motor Vehicles (By Type)/Trucks, Vans & SUVs/SUVs & Crossovers/Crossovers_9"
1574,90ECE904,World Localities/Europe/Central & Eastern Europe/Poland/Wroclaw_3
1575,F3EE3CA1,Arts & Entertainment/Entertainment Industry/Recording Industry/Record Labels_3
1576,6BDFD3F4,Reference/General Reference/Time & Calendars_2
1577,3175CFC2,Reference/Geographic Reference_2
1578,62932CF0,World Localities/Latin America/Central America/Mexico/Pacific Coast (Mexico)/Guerrero/Acapulco_3
1579,64531F44,Arts & Entertainment/Offbeat_2
1580,2A39ABC1,Arts & Entertainment/Offbeat_3
1581,9684AC17,Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming_4
1582,782AF10E,World Localities/Europe/Central & Eastern Europe/Austria/Vienna_3
1583,D7A8885E,World Localities/Europe/Western Europe/France_5
1584,E204CD1F,"Autos & Vehicles/Motor Vehicles (By Type)/Trucks, Vans & SUVs/SUVs & Crossovers/Crossovers_1"
1585,DF39B01F,World Localities/Europe/Mediterranean Europe/Italy/Emilia-Romagna/Bologna_1
1586,AFD1CDCE,Computers & Electronics/Electronics & Electrical/Electronic Components_5
1587,BA9B0358,Business & Industrial/Business Operations/Human Resources/Recruitment & Staffing_4
1588,16B6B606,World Localities/North America/USA/Mid-Atlantic (USA)/Pennsylvania/Philadelphia_2
1589,4883EF8F,Games/Computer & Video Games/Driving & Racing Games_6
1590,F28A092F,Business & Industrial/Advertising & Marketing_2
1591,E2E20F4B,Real Estate/Real Estate Listings/Residential Sales_5
1592,4C6128BD,World Localities/Asia/East Asia/China/North Central China_1
1593,3F429257,People & Society/Ethnic & Identity Groups/Indigenous Peoples/Native Americans_7
1594,E3493DDE,World Localities/Asia/West Asia/Turkey/Mediterranean Turkey/Mersin_3
1595,2289F1BD,Real Estate/Real Estate Listings/Residential Sales/Condos & Townhomes_4
1596,7C8D4014,World Localities/Africa/Eastern Africa/Zimbabwe/Harare_5
1597,D572B546,Autos & Vehicles/Motor Vehicles (By Type)/Hybrid & Alternative Vehicles_5
1598,8F1C9033,Pets & Animals/Pets/Exotic Pets_7
1599,93886D2B,Business & Industrial/Chemicals Industry/Plastics & Polymers_6
1600,FA0E244A,World Localities/Asia/Southeast Asia/East Timor_4
1601,0E7599F5,Arts & Entertainment/Comics & Animation_3
1602,F5618118,Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Thanksgiving_1
1603,7305CC0F,Business & Industrial/Agriculture & Forestry/Crops & Seed_9
1604,53507F39,World Localities/Europe/Mediterranean Europe/Spain/Valencian Community/Valencia_6
1605,A4E269B4,World Localities/Latin America/South America/Peru/Lima_4
1606,FB506063,Shopping/Apparel/Clothing Accessories/Gems & Jewelry/Necklaces_2
1607,1D5895D4,People & Society/Religion & Belief/Hinduism_5
1608,8E7AA2C5,World Localities/Europe/Mediterranean Europe/Spain/Galicia_4
1609,51ABF71D,Autos & Vehicles/Bicycles & Accessories/Cruiser Bicycles_7
1610,F42808C9,Computers & Electronics/Consumer Electronics/Game Systems & Consoles_8
1611,4F6B64BC,World Localities/Europe/Central & Eastern Europe/Eastern Europe/Belarus_6
1612,97288CBD,Arts & Entertainment/Music & Audio/Music Equipment & Technology_5
1613,7FA4077E,World Localities/Asia/East Asia/China/South Central China/Hubei/Wuhan_3
1614,B23298E5,Arts & Entertainment/Events & Listings/Food & Beverage Events_8
1615,CC071862,Finance_4
1616,1AFAD913,Business & Industrial/Business Services/Quality Control & Tracking_4
1617,8EEE789C,Games/Computer & Video Games/Fighting Games_2
1618,98ECBE66,Reference/General Reference/Educational Resources_2
1619,3923EAF4,Arts & Entertainment/Music & Audio/Music Videos_4
1620,D74D4C73,Beauty & Fitness/Fashion & Style/Fashion Modeling_8
1621,72331E70,Sports/Combat Sports/Wrestling/Professional Wrestling/World Wrestling Entertainment (WWE)_4
1622,51CA6C93,Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/South American Cuisine_5
1623,5545E41B,Autos & Vehicles/Motor Vehicles (By Brand)/Skoda_5
1624,6C94E5D3,Beauty & Fitness/Fitness/High Intensity Interval Training_2
1625,72D363AA,World Localities/Asia/East Asia/Japan/Kyushu/Miyazaki_4
1626,28EA31D9,World Localities/Europe/Western Europe/Benelux/Belgium/Brussels_8
1627,0D9653FA,World Localities/Asia/West Asia/United Arab Emirates_6
1628,189DAC15,World Localities/Asia/East Asia/South Korea/North Jeolla_1
1629,F2485F67,Real Estate/Real Estate Listings/Bank-Owned & Foreclosed Properties_8
1630,05A00034,Games_3
1631,0F3DF906,Internet & Telecom/Email & Messaging/Email_6
1632,F30EDDA1,Business & Industrial/Aerospace & Defense/Defense Industry_1
1633,BB15726D,World Localities/Europe/Western Europe/Benelux/Netherlands/Zeeland_3
1634,7731E3F7,Finance/Accounting & Auditing/Bookkeeping_5
1635,A31892FF,Jobs & Education/Education_2
1636,930BE780,World Localities/Europe/Western Europe/United Kingdom/Scotland_5
1637,4101D35D,World Localities/Asia/Southeast Asia/East Timor_6
1638,3F834E9D,World Localities/Asia/Russia & CIS/Russian Federation/Volga District_3
1639,247993D5,Beauty & Fitness/Face & Body Care/Perfumes & Fragrances_9
1640,7EE4563E,World Localities/Asia/West Asia/Saudi Arabia/Jeddah_3
1641,EDF19F1B,World Localities/Asia/Southeast Asia/Thailand/Chiang Mai_2
1642,1091D92B,Sports/Sporting Goods/Golf Equipment_8
1643,0B75EDD3,Autos & Vehicles/Motor Vehicles (By Type)/Compact Cars_8
1644,6120C640,Sports/Combat Sports/Martial Arts/Japanese Martial Arts/Jujutsu_4
1645,80DC1CF3,Jobs & Education/Education/Early Childhood Education/Preschool_7
1646,4960F480,News/Business News/Economy News_1
1647,57E07441,Jobs & Education/Education/Vocational & Continuing Education_4
1648,8AA68928,Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software/Video File Formats & Codecs_8
1649,8B99082A,Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories/Auto Exterior_7
1650,8AC24E45,Law & Government/Legal/Real Estate Law_1
1651,1EC2E85E,Arts & Entertainment/Humor/Political Humor_7
1652,A7452D00,World Localities/North America/USA/Hawaii/Kauai_2
1653,705DF430,Business & Industrial/Chemicals Industry_4
1654,15708E58,Autos & Vehicles/Motor Vehicles (By Brand)/Land Rover_1
1655,1BD691B2,Shopping/Apparel/Undergarments_5
1656,AA5D1713,Pets & Animals/Animal Products & Services/Veterinarians_1
1657,C4878268,World Localities/Oceania/Australia/South Australia/Adelaide_7
1658,F35F1F8B,Autos & Vehicles/Vehicle Parts & Services/Gas Prices & Vehicle Fueling_6
1659,FFC9EC2C,World Localities/Europe/Southeastern Europe/Croatia_3
1660,5BA71EE2,People & Society/Social Sciences/Political Science/International Relations_7
1661,1F3571AD,"World Localities/Latin America/Caribbean/Aruba, Bonaire & Curaçao_6"
1662,12E76A56,World Localities/North America/Canada/Ontario/Ottawa-Gatineau_2
1663,D055C89E,Beauty & Fitness/Face & Body Care/Skin & Nail Care/Bath & Body Products_7
1664,66F151E2,Arts & Entertainment/Movies/Drama Films_1
1665,C14DE33A,World Localities/Africa/Eastern Africa/Mozambique_2
1666,2D01B372,World Localities/Europe/Western Europe/United Kingdom/Northern Ireland_7
1667,F6304362,Health/Nutrition/Special & Restricted Diets/Kosher Foods_1
1668,5C295F14,Finance/Insurance/Vehicle Insurance_3
1669,B2747404,Finance/Financial Planning & Management/Inheritance & Estate Planning_6
1670,003B9B68,Finance/Investing/Stocks & Bonds/Bonds_7
1671,1410E234,Games/Computer & Video Games/Shooter Games_7
1672,537943FC,Pets & Animals/Animal Products & Services/Pet Food & Pet Care Supplies_1
1673,74086953,World Localities/Africa/Middle Africa/Cameroon_6
1674,850F688F,Internet & Telecom/Mobile & Wireless/Mobile & Wireless Accessories/Bluetooth Accessories_7
1675,408EF9E4,Computers & Electronics/Software/Operating Systems/Mobile OS/Apple iOS_4
1676,5B6ABB58,World Localities/Europe/Western Europe/France_1
1677,951E4025,World Localities/Europe/Central & Eastern Europe/Switzerland_3
1678,5C60D1E4,Food & Drink/Beverages/Coffee & Tea_4
1679,2D98E9EB,World Localities/North America/USA/Great Plains (USA)_1
1680,FEF908B5,Business & Industrial/Business Services/Outsourcing_8
1681,ED6FF683,World Localities/Europe/Mediterranean Europe/Italy/Trentino-Alto Adige_3
1682,E20E368F,Beauty & Fitness/Fitness/Bodybuilding_6
1683,0FDE48D0,Health/Medical Literature & Resources/Medical Photos & Illustration_6
1684,9627AE7D,Beauty & Fitness/Beauty Services & Spas_7
1685,C03A7245,People & Society/Family & Relationships/Marriage_5
1686,BC929F63,Autos & Vehicles/Personal Aircraft_4
1687,C4B8BF33,Internet & Telecom/Web Services/Web Hosting & Domain Registration_6
1688,3BBD27DA,Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories/High Performance & Aftermarket Auto Parts_2
1689,127B5934,World Localities/Asia/Southeast Asia/Indonesia/Kalimantan_7
1690,E88B92CE,World Localities/Latin America/South America/Ecuador_2
1691,C8D56C21,Finance/Investing/Real Estate Investment Trusts_2
1692,DA09B875,Shopping/Apparel_3
1693,937F344B,World Localities/Europe/Western Europe/Ireland/Dublin_2
1694,A8D9CA52,Real Estate/Real Estate Listings/Residential Rentals_1
1695,2D2224B7,World Localities/Europe/Western Europe/France/Central France_8
1696,5E940231,Computers & Electronics/Software/Operating Systems/Mobile OS/BlackBerry OS_5
1697,54CE6B60,Food & Drink/Cooking & Recipes/BBQ & Grilling_4
1698,23529036,World Localities/North America/USA/California/Southern California_7
1699,4727096B,Jobs & Education/Education_5
1700,40F961C6,World Localities/North America/USA/Southwest (USA)/Arizona/Tucson_4
1701,C25EB93B,World Localities/Asia/South Asia/Sri Lanka_2
1702,972B273F,Internet & Telecom/Web Services/Web Stats & Analytics_7
1703,945C5BD4,World Localities/Asia/East Asia/China/South Central China/Chongqing_3
1704,3B18722E,World Localities/Asia/Southeast Asia/Indonesia/Java (Indonesia)_1
1705,C71A9F5D,Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Food Processors_2
1706,A36AE25B,Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Xbox_8
1707,1BF9A25D,Books & Literature/Children's Literature_7
1708,8E5C8DF4,World Localities/Europe/Nordic Countries/Sweden/Stockholm_4
1709,05BE0AB1,Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Easter_5
1710,EED9829F,World Localities/Europe/Southeastern Europe/Croatia_8
1711,F3A60E2E,Food & Drink/Food/Meat & Seafood/Pork_8
1712,1C43E79B,World Localities/Europe/Central & Eastern Europe/Germany/Berlin_5
1713,B0697217,Arts & Entertainment/Offbeat/Edgy & Bizarre_9
1714,12599E07,People & Society/Ethnic & Identity Groups/Asians & Diaspora_2
1715,66F6BB1F,Games/Computer & Video Games/Simulation Games/Life Simulation Games_2
1716,C9485FFA,Food & Drink/Beverages/Energy Drinks_6
1717,76D07832,World Localities/Europe/Western Europe/Benelux/Netherlands/North Holland/Amsterdam_3
1718,5D2AE68A,Finance/Investing/Commodities & Futures Trading_3
1719,ECA25BFC,World Localities/Asia/Southeast Asia/Brunei_6
1720,FF5409F0,Shopping/Apparel/Clothing Accessories/Socks & Hosiery_1
1721,288959CF,Business & Industrial/Advertising & Marketing/Public Relations_8
1722,06FE4A98,Travel & Transportation/Transportation/Car Rentals_1
1723,FF3EA30F,World Localities/North America/Canada/Atlantic Provinces/Prince Edward Island_6
1724,F0A31C64,Autos & Vehicles/Motor Vehicles (By Brand)/Dodge_4
1725,FD99845F,People & Society/Family & Relationships/Family/Parenting/Pregnancy & Maternity_1
1726,04B8E40A,Computers & Electronics/Consumer Electronics/Audio Equipment_5
1727,A21DFE0C,World Localities/Asia/East Asia/China/South Central China/Sichuan/Chengdu_2
1728,FE1DD45C,World Localities/North America/USA/Mid-Atlantic (USA)/New York State/Albany-Capital District_1
1729,3777E951,Shopping/Toys/Outdoor Toys & Play Equipment_4
1730,63896C17,Autos & Vehicles/Motor Vehicles (By Type)/Hybrid & Alternative Vehicles_8
1731,84D7D5AB,Law & Government/Legal/Business & Corporate Law_2
1732,937382B5,World Localities/North America/Canada/Atlantic Provinces/Nova Scotia_4
1733,1CA48689,Home & Garden/Domestic Services_2
1734,3468A569,Online Communities/Photo & Video Sharing_1
1735,5A2E1E62,Home & Garden/Bed & Bath/Bathroom_3
1736,55446869,Autos & Vehicles/Motor Vehicles (By Brand)/Mercury_1
1737,90E5563C,World Localities/North America/USA/Florida/Central Florida_4
1738,B5331A8C,World Localities/Latin America/Caribbean/Barbados_8
1739,6C017AF7,Business & Industrial/Business Services/Knowledge Management_7
1740,4D3B6BBE,Shopping/Apparel/Casual Apparel/Denim Wear_1
1741,852FFADD,World Localities/Asia/East Asia/Japan/Kansai/Mie_1
1742,26F2172D,Home & Garden/Kitchen & Dining_1
1743,590BF230,Shopping/Shopping Portals_1
1744,1627A5E0,Autos & Vehicles/Motor Vehicles (By Brand)/Jaguar_9
1745,F0FA9F76,World Localities/Oceania/New Zealand_2
1746,238BC838,Food & Drink/Food/Fruits & Vegetables_2
1747,9F2D775D,World Localities/Latin America/South America/Brazil/North Brazil/Rondônia_5
1748,18944305,World Localities/Europe/Mediterranean Europe/Spain/Aragon_3
1749,475F4EAA,Law & Government/Government/Royalty_6
1750,DA845409,World Localities/Europe/Mediterranean Europe/Italy/Puglia_6
1751,DDF9F95C,Business & Industrial/Hospitality Industry_2
1752,CE2C29BB,World Localities/Europe/Mediterranean Europe/Italy/Puglia_7
1753,29BF1F06,Arts & Entertainment/TV & Video/Online Video/Movie & TV Streaming_8
1754,AC3BF6F6,Autos & Vehicles/Motor Vehicles (By Brand)/Isuzu_5
1755,585179F1,Travel & Transportation/Specialty Travel/Adventure Travel_8
1756,9EE49844,Sports/Water Sports/Swimming_6
1757,0A9DE2DA,People & Society/Ethnic & Identity Groups/Africans & Diaspora/African-Americans_8
1758,24ACA054,Food & Drink/Food/Baked Goods_5
1759,285A4220,Internet & Telecom/Web Services/Cloud Storage_5
1760,02D4CBD7,Computers & Electronics/Computer Hardware/Computer Components_6
1761,BCADA1E5,Arts & Entertainment/Music & Audio/World Music/Reggae & Caribbean Music_6
1762,1124AF41,Science/Engineering & Technology_6
1763,7C3202AA,World Localities/Latin America/Central America/El Salvador_3
1764,211D8242,Reference/General Reference/Time & Calendars_8
1765,DE7049C7,World Localities/Latin America/South America/Brazil/Southeast Brazil/Minas Gerais_1
1766,9FFD3ED7,Shopping/Entertainment Media/Entertainment Media Rentals_6
1767,414C08E9,Arts & Entertainment/Movies/Movie Reference/Movie Reviews & Previews_3
1768,55F4B0AE,World Localities/Europe/Central & Eastern Europe/Eastern Europe/Ukraine/Crimea_7
1769,187C8C2A,Computers & Electronics/Software/Open Source_4
1770,AA98BABF,World Localities/Asia/Russia & CIS/Russian Federation/Russian Central District_6
1771,1DC3204E,Sports/Combat Sports/Martial Arts/Chinese Martial Arts_4
1772,DC8EE2ED,World Localities/Africa/Southern Africa/South Africa/Johannesburg_5
1773,D57A5EA6,World Localities/Asia/East Asia/South Korea/South Chungcheong/Daejeon_2
1774,2BDF4630,News/Business News_4
1775,4E1F7A4C,World Localities/Latin America/South America/Chile_3
1776,EFB7479D,Online Communities/Dating & Personals/Matrimonial Services_3
1777,FCA4FB1D,Law & Government/Public Safety_6
1778,381DCE44,Finance/Financial Planning & Management/Retirement & Pension_4
1779,9321011B,Home & Garden/HVAC & Climate Control/Air Conditioners_3
1780,B408692A,World Localities/Asia/East Asia/South Korea/South Gyeongsang/Busan_8
1781,7FC4AC11,Business & Industrial/Advertising & Marketing/Marketing_6
1782,3CB37B89,Arts & Entertainment/Performing Arts/Acting & Theater_7
1783,5931F6B2,World Localities/Europe/Central & Eastern Europe/Germany/Baden-Wuerttemberg_2
1784,F2D85D2A,Health/Pharmacy/Drugs & Medications_8
1785,577D21BD,World Localities/Europe/Central & Eastern Europe/Slovenia_3
1786,199F4B67,Games/Computer & Video Games/Casual Games_4
1787,B5555764,Arts & Entertainment/Music & Audio/Urban & Hip-Hop/Reggaeton_2
1788,2E4BFB13,World Localities/North America/USA/Midwest (USA)/Illinois/Chicago_2
1789,7E499302,World Localities/North America/USA/New England/Connecticut_8
1790,A0CCD93D,Sports/Sporting Goods/Roller Skating & Rollerblading Equipment_6
1791,26186B1D,World Localities/Asia/South Asia/India/South India/Karnataka_4
1792,F76A5802,Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days_7
1793,0223FCC5,Games/Computer & Video Games_3
1794,BC8D1853,World Localities/Asia/Russia & CIS/Caucasus_3
1795,3A5D8689,People & Society/Religion & Belief/Buddhism_5
1796,9B16600D,Real Estate/Real Estate Listings/Residential Rentals_7
1797,A3E3785D,Arts & Entertainment/Offbeat_4
1798,C21F29B0,Autos & Vehicles/Motor Vehicles (By Brand)/Audi_2
1799,C7C5052B,World Localities/Europe/Western Europe/France/South West France/Nouvelle-Aquitaine/Limousin_8
1800,14B1B2DF,World Localities/Latin America/South America/Brazil/Southeast Brazil/Minas Gerais/Belo Horizonte_4
1801,AAB8199D,Arts & Entertainment/Entertainment Industry/Film & TV Industry/Film & TV Awards_9
1802,9A491B09,World Localities/North America/USA/Mid-Atlantic (USA)/Pennsylvania/Harrisburg-South Central PA_5
1803,80DB8E73,Food & Drink/Food/Meat & Seafood/Pork_4
1804,2194FF25,Sports/Combat Sports/Wrestling/Amateur & Sport Wrestling_1
1805,BB4CEA18,World Localities/North America/USA/Midwest (USA)/Wisconsin/Milwaukee_4
1806,2E38D446,World Localities/Europe/Central & Eastern Europe/Eastern Europe_6
1807,4357BBA3,World Localities/Africa/Middle Africa/Chad_6
1808,7113E30E,World Localities/Latin America/South America/Brazil/Central West Brazil/Goiás_3
1809,6E280341,Sports/Animal Sports/Equestrian_5
1810,3F3F2F79,Business & Industrial/Small Business/MLM & Business Opportunities_6
1811,7A165A11,Business & Industrial/Energy & Utilities_7
1812,FCC23065,World Localities/Europe/Western Europe/Benelux/Netherlands/Utrecht_7
1813,6A6510B3,World Localities/Latin America/South America/Brazil/Central West Brazil/Mato Grosso_8
1814,64F41CB7,Online Communities/Blogging Resources & Services/Microblogging_4
1815,44DCE536,Shopping/Apparel/Footwear/Casual Shoes_8
1816,6FACB4DC,World Localities/Europe/Western Europe/France/East France/Grand-Est/Champagne-Ardenne_5
1817,48818737,World Localities/Europe/Central & Eastern Europe/Hungary/Budapest_8
1818,2C2FE786,World Localities/Asia/East Asia/Japan/Kanto/Tochigi_3
1819,45E953FB,World Localities/Oceania/Australia/Queensland/Gold Coast_6
1820,0EB69F57,Business & Industrial/Small Business_2
1821,D06AC4DE,Autos & Vehicles/Motor Vehicles (By Brand)/Audi_6
1822,56266C59,Home & Garden/Home Improvement/Flooring_4
1823,316A2DD9,Health/Medical Facilities & Services/Hospitals & Treatment Centers_1
1824,6D68F5E9,Games/Computer & Video Games_7
1825,27F72746,"Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Ranges, Cooktops & Ovens_8"
1826,D272478A,Computers & Electronics/Enterprise Technology/Enterprise Resource Planning (ERP)_1
1827,9D647AF1,World Localities/Europe/Central & Eastern Europe/Baltics/Lithuania_4
1828,00376862,Finance/Investing_8
1829,83774EAD,People & Society/Disabled & Special Needs_3
1830,318E24C5,World Localities/Europe/Mediterranean Europe/Italy/Basilicata_3
1831,93F966D5,Arts & Entertainment/Music & Audio/Music Reference/Song Lyrics & Tabs_6
1832,7AA156AA,World Localities/Europe/Mediterranean Europe/Italy/Campania_5
1833,8949D93B,World Localities/Europe/Central & Eastern Europe/Austria/Lower Austria_4
1834,E3A84F13,World Localities/Asia/West Asia/Israel/Tel Aviv_1
1835,615444EB,World Localities/Asia/East Asia/Japan/Kanto/Gunma_7
1836,C7AFD921,World Localities/North America/USA/Mid-Atlantic (USA)/Washington DC_5
1837,AD27BAB0,World Localities/North America/USA/Mid-Atlantic (USA)/Delaware_5
1838,11298D3E,Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software_5
1839,8774A76F,World Localities/Latin America/South America/Venezuela/Caracas_2
1840,94607C2C,Sports/Water Sports/Surfing_4
1841,41B055BD,World Localities/Asia/East Asia/China/North Central China/Hebei_2
1842,FA454279,Internet & Telecom/Communications Equipment/Radio Equipment_7
1843,81D7E584,World Localities/Africa/Eastern Africa/Madagascar_6
1844,7D7D9552,Computers & Electronics/Networking_5
1845,04259779,Computers & Electronics/Computer Hardware/Hardware Modding & Tuning_6
1846,66F89E27,World Localities/Latin America/Central America/Mexico/Yucatán Peninsula/Quintana Roo/Cancún & Riviera Maya_6
1847,936E1CDD,World Localities/Asia/Southeast Asia/Singapore_8
1848,A2F70BB9,Beauty & Fitness/Face & Body Care/Skin & Nail Care/Face Care Products/Face Cleansers & Makeup Removers_4
1849,DD10976E,People & Society/Religion & Belief/Theology & Religious Study_2
1850,7611E648,World Localities/Latin America/South America/Brazil/North Brazil/Amazonas_3
1851,098DD3E2,Games/Party Games_6
1852,969C1A93,"Home & Garden/Patio, Lawn & Garden/Yard Maintenance/Lawn Mowers_6"
1853,45B75755,Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance/Transmission Repair & Maintenance_4
1854,E36969ED,Hobbies & Leisure/Clubs & Organizations/Youth Organizations & Resources_8
1855,257BDF2F,Business & Industrial/Business Operations/Human Resources/Corporate Training_4
1856,AFCBB8BC,"Home & Garden/Patio, Lawn & Garden/Garden Structures_4"
1857,BED7941F,World Localities/Asia/East Asia/Japan/Kyushu/Miyazaki_6
1858,C0B0AF5C,Games/Roleplaying Games_4
1859,25E175B8,World Localities/North America/USA/Southwest (USA)/Utah/Salt Lake City_2
1860,43DFE3BD,World Localities/Asia/East Asia/Japan/Shikoku/Tokushima_1
1861,C1237E8E,Computers & Electronics/Consumer Electronics/Car Electronics/Car Video_2
1862,DBC96332,Health/Pharmacy_1
1863,14DD0B87,Online Communities/Online Goodies/Social Network Apps & Add-Ons_1
1864,2FDD9EE0,World Localities/Asia/East Asia/China/South Central China/Hunan_1
1865,8FBA8DCE,Autos & Vehicles/Motor Vehicles (By Brand)/Dodge_2
1866,48A3F964,Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Korean Cuisine_5
1867,5AD47455,Health/Alternative & Natural Medicine/Acupuncture & Chinese Medicine_6
1868,E86E265D,World Localities/North America/USA/Midwest (USA)/Ohio_7
1869,7565044D,World Localities/Asia/Southeast Asia/Thailand/Chiang Mai_7
1870,A9D00704,Sports/Combat Sports/Martial Arts/Kickboxing_4
1871,14754D7B,World Localities/Asia/Russia & CIS/Caucasus/Armenia_8
1872,B713E680,Jobs & Education_5
1873,BD7CD98E,World Localities/North America/USA/Mid-Atlantic (USA)/Pennsylvania_4
1874,326E53B1,Pets & Animals/Pets/Dogs_2
1875,4CCDC7A8,World Localities/Latin America/Central America/Mexico/Northern Mexico_2
1876,9FB25F77,World Localities/North America/USA/Southwest (USA)/Nevada/Las Vegas_3
1877,C0028795,Food & Drink/Beverages/Coffee & Tea_6
1878,8CD7BD36,Computers & Electronics/Electronics & Electrical/Electromechanical Devices_6
1879,05C7B218,World Localities/Asia/West Asia/Iran/Tehran_3
1880,0C2B9F9F,Health/Men's Health_7
1881,A42A2B79,World Localities/Europe/Mediterranean Europe/Italy_5
1882,34BB257B,Food & Drink/Food/Meat & Seafood/Pork_1
1883,41249AD9,News/Business News/Company News/Company Earnings_5
1884,AF352677,World Localities/Latin America/South America/Brazil/North Brazil/Tocantins_1
1885,B44A274F,Business & Industrial/Business Services/Knowledge Management_6
1886,EE02B558,World Localities/North America/USA/Mid-Atlantic (USA)_7
1887,3416389F,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming_2
1888,88AE2F9A,Real Estate/Real Estate Listings_2
1889,19B37974,World Localities/Asia/East Asia/Japan/Tohoku_8
1890,723A6D74,Business & Industrial/Shipping & Logistics/Freight Transport/Air Freight_3
1891,5DE919C9,World Localities/North America/USA/South (USA)/Mississippi_7
1892,91C6FAB9,World Localities/Asia/East Asia/China/South Central China/Jiangxi_1
1893,EF732FD6,Home & Garden/Home Appliances_3
1894,89B0210E,World Localities/Asia/East Asia/South Korea/North Chungcheong_1
1895,A62E30DA,Business & Industrial/Advertising & Marketing/Marketing/Email Marketing_8
1896,93677B97,Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Carnival & Mardi Gras_3
1897,F8E8AEFD,World Localities/Europe/Mediterranean Europe/Malta_4
1898,CBB4302F,Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance/Transmission Repair & Maintenance_5
1899,F24B7D7B,Internet & Telecom/Email & Messaging_6
1900,89ADFD90,World Localities/North America/USA/Florida/Southern Florida/South Florida Metro/Miami-Dade_4
1901,A30FAD78,World Localities/North America/Canada/Canadian Prairies_8
1902,DD7DD63B,World Localities/Latin America_4
1903,0646AFEB,World Localities/Europe/Western Europe/United Kingdom/England/Yorkshire_7
1904,9BC1867F,"Travel & Transportation/Tourist Destinations/Zoos, Aquariums & Preserves_1"
1905,6A662116,Computers & Electronics/Software/Internet Software/Proxying & Filtering_5
1906,3D0D439D,World Localities/Africa/Eastern Africa/Zimbabwe/Harare_7
1907,75F48373,Finance/Investing/Funds/Mutual Funds_2
1908,493F8F76,Business & Industrial/Shipping & Logistics_6
1909,4D252B83,Internet & Telecom/Search Engines_6
1910,A4F73A98,World Localities/Asia/West Asia/Iran_5
1911,130FED3A,Home & Garden/Home Safety & Security_8
1912,CB074800,Travel & Transportation/Specialty Travel/Honeymoons & Romantic Getaways_7
1913,3F7B74BB,Science/Biological Sciences/Genetics_4
